City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain Inches (last 3 hours),Snow Inches (last 3 hours),Date
Bilokurakyne,49.53,38.73,47.97,82,98,6.6,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:24
Taveta,-3.4,37.67,68.0,94,75,5.01,KE,broken clouds,0.0,0.0,2020-03-04 22:01:24
Dagana,16.52,-15.51,89.6,15,0,2.24,MR,clear sky,0.0,0.0,2020-03-04 22:01:24
San Joaquin,10.26,-67.79,77.4,82,25,16.49,VE,scattered clouds,0.0,0.0,2020-03-04 22:01:25
Akyab,20.15,92.9,70.07,82,0,7.05,MM,clear sky,0.0,0.0,2020-03-04 22:01:25
Saint George,37.1,-113.58,66.0,17,0,6.93,US,clear sky,0.0,0.0,2020-03-04 22:01:25
Kota Kinabalu,5.97,116.07,80.01,88,20,1.66,MY,few clouds,0.0,0.0,2020-03-04 22:01:25
Muisne,0.6,-80.03,86.0,79,40,8.05,EC,scattered clouds,0.0,0.0,2020-03-04 22:01:25
Kudat,6.88,116.85,80.6,83,75,8.05,MY,broken clouds,0.0,0.0,2020-03-04 22:01:26
Saint-Augustin,51.23,-58.65,29.26,95,100,37.63,CA,snow,0.0,5.0,2020-03-04 22:01:26
Bengkulu,-3.8,102.27,72.88,83,100,3.02,ID,light rain,0.25,0.0,2020-03-04 22:01:25
Severo-Kurilsk,50.68,156.12,21.22,94,100,5.55,RU,light snow,0.0,0.25,2020-03-04 22:01:26
Kidal,18.44,1.41,78.66,7,0,11.97,ML,clear sky,0.0,0.0,2020-03-04 22:01:27
Batemans Bay,-35.72,150.18,70.0,96,100,11.01,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:27
Ust-Tsilma,65.44,52.15,12.96,94,85,6.82,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:27
Zhumadian,32.98,114.03,36.12,69,0,4.32,CN,clear sky,0.0,0.0,2020-03-04 22:01:27
Wenling,28.37,121.36,46.0,79,100,12.77,CN,overcast clouds,0.0,0.0,2020-03-04 22:01:27
Buin,-33.73,-70.75,89.6,27,0,5.82,CL,clear sky,0.0,0.0,2020-03-04 22:01:28
Merauke,-8.47,140.33,77.86,95,100,4.07,ID,moderate rain,8.13,0.0,2020-03-04 22:01:28
Umm Lajj,25.02,37.27,73.74,19,0,3.31,SA,clear sky,0.0,0.0,2020-03-04 22:01:28
Kupang,-10.17,123.58,73.4,100,20,0.4,ID,few clouds,0.0,0.0,2020-03-04 22:01:28
Georgetown,5.41,100.34,82.4,78,20,3.36,MY,few clouds,0.0,0.0,2020-03-04 21:52:05
Nanakuli,21.39,-158.15,82.4,65,40,3.36,US,scattered clouds,0.0,0.0,2020-03-04 22:01:29
Villa Carlos Paz,-31.42,-64.5,88.0,61,20,9.17,AR,few clouds,0.0,0.0,2020-03-04 21:59:37
Banjar,-8.19,114.97,83.23,72,100,6.33,ID,overcast clouds,0.0,0.0,2020-03-04 22:01:29
Ankang,32.68,109.02,41.38,83,0,2.33,CN,clear sky,0.0,0.0,2020-03-04 22:01:30
Bilma,18.69,12.92,73.99,8,0,6.44,NE,clear sky,0.0,0.0,2020-03-04 22:01:30
Tsiroanomandidy,-18.77,46.03,71.02,92,100,2.64,MG,light rain,1.13,0.0,2020-03-04 22:01:30
Kurilsk,45.23,147.88,28.02,92,98,7.99,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:30
Victor Harbor,-35.57,138.62,63.0,72,75,11.41,AU,broken clouds,0.0,0.0,2020-03-04 22:01:31
Plettenberg Bay,-34.05,23.37,71.26,72,96,2.37,ZA,overcast clouds,0.0,0.0,2020-03-04 22:01:31
Qaanaaq,77.48,-69.36,-16.69,99,100,2.35,GL,overcast clouds,0.0,0.0,2020-03-04 22:01:31
Inuvik,68.35,-133.72,-14.8,68,75,11.95,CA,broken clouds,0.0,0.0,2020-03-04 22:01:31
Petropavlovsk-Kamchatskiy,53.05,158.65,8.6,71,100,11.18,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:32
Sao Miguel Do Araguaia,-13.28,-50.16,79.74,92,89,1.68,BR,moderate rain,6.69,0.0,2020-03-04 22:01:32
Hamilton,39.18,-84.53,59.0,54,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:01:29
Marondera,-18.19,31.55,57.56,92,99,5.59,ZW,overcast clouds,0.0,0.0,2020-03-04 22:01:32
Roald,62.58,6.13,39.2,60,75,6.93,NO,broken clouds,0.0,0.0,2020-03-04 22:01:32
Abu Dhabi,24.47,54.37,70.0,63,40,8.05,AE,scattered clouds,0.0,0.0,2020-03-04 22:00:52
Ferrol,43.48,-8.24,63.0,82,40,14.99,ES,scattered clouds,0.0,0.0,2020-03-04 21:58:03
Yumen,40.28,97.2,28.54,53,32,1.14,CN,scattered clouds,0.0,0.0,2020-03-04 22:01:33
Fukue,32.69,128.84,41.0,65,75,19.46,JP,broken clouds,0.0,0.0,2020-03-04 22:01:34
Golkoy,40.69,37.62,48.2,76,100,1.12,TR,overcast clouds,0.0,0.0,2020-03-04 22:01:34
Mooresville,35.58,-80.81,59.0,44,1,4.7,US,clear sky,0.0,0.0,2020-03-04 21:56:57
Caramay,10.18,119.24,72.21,85,1,5.75,PH,clear sky,0.0,0.0,2020-03-04 22:01:34
Antofagasta,-23.65,-70.4,68.0,72,40,17.22,CL,scattered clouds,0.0,0.0,2020-03-04 22:01:34
Port Lincoln,-34.73,135.87,60.53,77,100,12.53,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:35
Nouadhibou,20.93,-17.03,71.6,73,0,9.17,MR,clear sky,0.0,0.0,2020-03-04 22:01:35
Melton,-37.68,144.58,64.99,100,90,9.17,AU,light rain,0.0,0.0,2020-03-04 22:01:35
Suileng,47.25,127.08,2.17,95,0,3.33,CN,clear sky,0.0,0.0,2020-03-04 22:01:35
Calbuco,-41.77,-73.13,71.6,56,0,11.41,CL,clear sky,0.0,0.0,2020-03-04 22:01:35
Cidreira,-30.18,-50.21,72.86,72,34,14.99,BR,light rain,0.25,0.0,2020-03-04 21:58:32
Sainte-Suzanne,-20.91,55.61,78.8,88,40,4.7,RE,scattered clouds,0.0,0.0,2020-03-04 22:01:36
Half Moon Bay,37.46,-122.43,80.01,46,75,3.27,US,broken clouds,0.0,0.0,2020-03-04 22:01:36
Tomatlan,19.93,-105.25,88.75,31,86,9.48,MX,overcast clouds,0.0,0.0,2020-03-04 22:01:36
Bundaberg,-24.85,152.35,82.99,78,90,5.82,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:37
Beringovskiy,63.05,179.32,3.02,71,0,2.64,RU,clear sky,0.0,0.0,2020-03-04 22:01:37
Otjiwarongo,-20.46,16.65,69.8,68,99,3.36,NA,light rain,1.13,0.0,2020-03-04 22:01:37
Awbari,26.59,12.78,64.4,27,0,10.33,LY,clear sky,0.0,0.0,2020-03-04 22:01:37
Sonoita,31.85,-112.83,71.01,35,0,6.15,MX,clear sky,0.0,0.0,2020-03-04 22:01:38
Magistralnyy,56.17,107.45,9.9,93,100,1.63,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:38
Domoni,-12.26,44.53,84.27,72,68,10.29,KM,light rain,0.13,0.0,2020-03-04 22:01:38
Ilulissat,69.22,-51.1,-9.4,57,20,8.05,GL,few clouds,0.0,0.0,2020-03-04 22:01:38
Norman Wells,65.28,-126.83,-14.8,68,75,12.75,CA,broken clouds,0.0,0.0,2020-03-04 22:01:39
Providencia,28.72,-111.58,75.2,33,5,4.7,MX,clear sky,0.0,0.0,2020-03-04 22:01:39
Cremona,45.23,9.93,48.99,75,0,3.36,IT,clear sky,0.0,0.0,2020-03-04 22:01:39
Ostrovnoy,68.05,39.51,10.49,76,44,9.55,RU,scattered clouds,0.0,0.0,2020-03-04 22:01:39
San Quintin,30.48,-115.95,63.39,69,12,9.42,MX,few clouds,0.0,0.0,2020-03-04 22:01:39
Neiafu,-18.65,-173.98,82.4,83,40,8.05,TO,scattered clouds,0.0,0.0,2020-03-04 22:01:40
Abha,18.22,42.51,62.6,44,0,12.75,SA,clear sky,0.0,0.0,2020-03-04 22:01:40
Garden City,42.33,-83.33,48.2,39,40,9.17,US,scattered clouds,0.0,0.0,2020-03-04 22:00:01
Whitianga,-36.83,175.7,62.33,74,100,6.08,NZ,overcast clouds,0.0,0.0,2020-03-04 22:01:41
Yarke Pole,45.61,34.32,55.13,47,100,8.61,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:41
Mossendjo,-2.95,12.73,73.89,99,93,2.06,CG,moderate rain,3.19,0.0,2020-03-04 22:01:41
Guderup,54.99,9.87,39.99,93,75,4.7,DK,broken clouds,0.0,0.0,2020-03-04 22:01:41
Palimbang,6.21,124.19,82.63,73,100,11.03,PH,overcast clouds,0.0,0.0,2020-03-04 22:01:42
Port Hedland,-20.32,118.57,77.0,94,0,4.7,AU,clear sky,0.0,0.0,2020-03-04 22:01:42
Longyearbyen,78.22,15.64,17.6,78,75,5.82,SJ,broken clouds,0.0,0.0,2020-03-04 22:01:42
Sjenica,43.27,20.0,29.95,98,100,2.8,RS,light snow,0.0,0.25,2020-03-04 22:01:42
Alihe,50.57,123.72,0.77,91,93,2.26,CN,overcast clouds,0.0,0.0,2020-03-04 22:01:43
Palmer,42.16,-72.33,53.6,27,20,18.34,US,few clouds,0.0,0.0,2020-03-04 22:01:43
Naze,28.37,129.48,59.0,76,75,12.75,JP,light rain,0.0,0.0,2020-03-04 22:01:43
Mankera,31.39,71.44,61.99,76,100,9.33,PK,overcast clouds,0.0,0.0,2020-03-04 22:01:43
Tateyama,34.98,139.87,46.99,93,40,3.36,JP,scattered clouds,0.0,0.0,2020-03-04 22:01:43
Mahina,-17.51,-149.49,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:01:44
Dodoma,-6.17,35.74,66.2,100,75,1.86,TZ,broken clouds,0.0,0.0,2020-03-04 22:01:44
Matara,5.95,80.54,74.61,93,62,2.3,LK,broken clouds,0.0,0.0,2020-03-04 22:01:44
Klaksvik,62.23,-6.59,37.4,74,0,9.17,FO,light rain,0.0,0.0,2020-03-04 22:01:45
Batsfjord,70.63,29.72,24.8,78,78,28.86,NO,broken clouds,0.0,0.0,2020-03-04 22:01:45
Isla Del Bosque,22.73,-105.85,77.0,47,75,10.29,MX,broken clouds,0.0,0.0,2020-03-04 22:01:45
Luanda,-8.84,13.23,80.6,74,0,8.05,AO,clear sky,0.0,0.0,2020-03-04 22:00:04
Dingle,11.0,122.67,73.4,83,75,8.84,PH,broken clouds,0.0,0.0,2020-03-04 22:01:46
Saint-Philippe,-21.36,55.77,78.8,100,90,4.7,RE,light rain,0.0,0.0,2020-03-04 22:01:46
Esna,25.29,32.55,64.69,13,0,2.28,EG,clear sky,0.0,0.0,2020-03-04 22:01:46
Nabire,-3.37,135.48,73.0,99,100,2.13,ID,moderate rain,9.0,0.0,2020-03-04 22:01:46
Fayaoue,-20.65,166.53,80.24,81,13,13.65,NC,light rain,0.69,0.0,2020-03-04 22:01:46
Imeni Babushkina,59.76,43.13,18.75,93,68,7.47,RU,broken clouds,0.0,0.0,2020-03-04 22:01:47
Macapa,0.04,-51.07,84.2,89,75,6.93,BR,broken clouds,0.0,0.0,2020-03-04 22:01:47
Mount Isa,-20.73,139.5,73.4,100,90,6.93,AU,light intensity shower rain,0.0,0.0,2020-03-04 22:00:51
Ciudad Bolivar,8.12,-63.55,96.69,24,77,13.0,VE,broken clouds,0.0,0.0,2020-03-04 22:01:47
Santiago De Chuco,-8.15,-78.18,56.07,71,99,1.68,PE,light rain,1.5,0.0,2020-03-04 22:01:48
Sioux Lookout,50.1,-91.92,26.6,58,75,3.36,CA,broken clouds,0.0,0.0,2020-03-04 22:00:58
Ojinaga,29.57,-104.42,59.0,47,90,20.8,MX,overcast clouds,0.0,0.0,2020-03-04 22:01:48
Mahebourg,-20.41,57.7,79.0,100,40,5.57,MU,scattered clouds,0.0,0.0,2020-03-04 22:01:48
Huilong,31.81,121.66,45.0,72,0,4.65,CN,clear sky,0.0,0.0,2020-03-04 22:01:49
Hithadhoo,-0.6,73.08,82.81,77,100,15.82,MV,overcast clouds,0.0,0.0,2020-03-04 22:01:49
Marabba,12.35,32.18,78.85,5,0,9.75,SD,clear sky,0.0,0.0,2020-03-04 22:01:49
Korla,41.76,86.15,42.01,51,49,5.01,CN,scattered clouds,0.0,0.0,2020-03-04 22:01:49
Gushikawa,26.35,127.87,59.0,93,75,26.4,JP,light intensity shower rain,0.0,0.0,2020-03-04 22:01:49
Voineasa,44.28,24.13,46.0,93,75,10.29,RO,broken clouds,0.0,0.0,2020-03-04 22:01:50
San Jose,37.34,-121.89,80.01,31,1,1.61,US,clear sky,0.0,0.0,2020-03-04 22:01:47
Piacabucu,-10.41,-36.43,82.8,77,0,9.89,BR,clear sky,0.0,0.0,2020-03-04 22:01:51
Agirish,61.92,63.02,13.01,79,0,16.26,RU,clear sky,0.0,0.0,2020-03-04 22:01:51
Wattegama,6.8,81.48,77.0,100,75,2.24,LK,broken clouds,0.0,0.0,2020-03-04 22:01:52
Shatrovo,56.52,64.63,22.01,91,65,9.37,RU,broken clouds,0.0,0.0,2020-03-04 22:01:52
Tiarei,-17.53,-149.33,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:01:52
Kihei,20.79,-156.47,82.4,65,20,6.93,US,few clouds,0.0,0.0,2020-03-04 21:58:35
Lazarev,52.23,141.51,6.46,98,100,1.74,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:52
Gizo,-8.1,156.84,80.85,78,100,4.25,SB,overcast clouds,0.0,0.0,2020-03-04 22:01:53
Inta,66.03,60.17,8.92,91,97,11.48,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:53
Miguel Calmon,-11.43,-40.59,78.84,61,40,1.97,BR,scattered clouds,0.0,0.0,2020-03-04 22:01:53
Meulaboh,4.14,96.13,82.45,79,100,7.29,ID,light rain,0.5,0.0,2020-03-04 22:01:53
Plymouth,41.83,-70.83,53.01,29,1,11.41,US,clear sky,0.0,0.0,2020-03-04 22:01:54
Praia Da Vitoria,38.73,-27.07,59.0,67,20,17.83,PT,few clouds,0.0,0.0,2020-03-04 22:01:54
Umtata,-31.59,28.78,69.8,88,0,2.24,ZA,clear sky,0.0,0.0,2020-03-04 22:01:54
Inverness,57.48,-4.22,37.4,86,20,5.82,GB,few clouds,0.0,0.0,2020-03-04 22:01:54
Zalantun,48.0,122.72,-0.11,82,24,1.97,CN,few clouds,0.0,0.0,2020-03-04 22:01:55
Freeport,40.66,-73.58,57.2,28,1,13.87,US,clear sky,0.0,0.0,2020-03-04 21:59:55
Buchanan,5.88,-10.05,80.37,86,9,3.96,LR,clear sky,0.0,0.0,2020-03-04 22:01:55
Xam Nua,20.42,104.04,57.63,98,100,2.91,LA,light rain,0.38,0.0,2020-03-04 22:01:55
Kysyl-Syr,63.9,122.76,2.95,95,100,8.01,RU,light snow,0.0,0.25,2020-03-04 22:01:56
Pimenta Bueno,-11.67,-61.19,81.82,91,23,3.15,BR,light rain,2.5,0.0,2020-03-04 22:01:56
Haines Junction,60.75,-137.51,-3.96,97,99,7.23,CA,light snow,0.0,0.31,2020-03-04 22:01:56
Banda Aceh,5.56,95.32,73.31,92,40,3.51,ID,scattered clouds,0.0,0.0,2020-03-04 21:54:41
Sacramento,38.47,-121.32,78.01,31,1,0.63,US,clear sky,0.0,0.0,2020-03-04 22:00:05
Fortuna,40.6,-124.16,69.01,81,20,10.29,US,few clouds,0.0,0.0,2020-03-04 22:01:57
Verkhnyaya Inta,65.98,60.31,7.65,94,90,12.82,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:57
Hovd,48.01,91.64,19.38,92,100,4.12,MN,light snow,0.0,1.44,2020-03-04 22:01:57
Hammerfest,70.66,23.68,28.4,67,0,26.4,NO,clear sky,0.0,0.0,2020-03-04 22:01:57
Dudinka,69.41,86.18,10.4,85,40,11.18,RU,light snow,0.0,0.0,2020-03-04 22:01:58
Osmena,10.52,119.93,79.39,82,69,19.1,PH,broken clouds,0.0,0.0,2020-03-04 22:01:58
Stara Synyava,49.6,27.62,48.52,83,100,6.26,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:58
Upernavik,72.79,-56.15,-13.11,72,95,5.7,GL,overcast clouds,0.0,0.0,2020-03-04 22:01:58
Vostok,46.49,135.88,10.78,91,100,3.09,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:59
Zuwarah,32.93,12.08,60.66,59,38,19.37,LY,scattered clouds,0.0,0.0,2020-03-04 22:01:59
Las Palmas,28.42,-14.01,66.2,88,75,11.41,ES,broken clouds,0.0,0.0,2020-03-04 22:01:59
Simao,22.79,100.97,53.15,56,1,2.51,CN,clear sky,0.0,0.0,2020-03-04 22:01:59
Soe,-9.86,124.28,73.76,82,99,4.47,ID,overcast clouds,0.0,0.0,2020-03-04 22:01:59
Mahibadhoo,3.78,72.97,82.4,71,76,7.11,MV,broken clouds,0.0,0.0,2020-03-04 22:02:00
Aksum,14.12,38.72,61.79,33,0,1.21,ET,clear sky,0.0,0.0,2020-03-04 22:02:00
Itapirapua,-15.82,-50.61,77.5,92,58,3.13,BR,light rain,1.19,0.0,2020-03-04 22:02:00
San Ramon De La Nueva Oran,-23.13,-64.33,91.99,49,0,6.02,AR,clear sky,0.0,0.0,2020-03-04 22:02:00
Northam,51.03,-4.22,46.0,100,75,1.12,GB,light intensity drizzle,0.0,0.0,2020-03-04 22:02:01
Drumnadrochit,57.33,-4.48,37.4,86,20,5.82,GB,few clouds,0.0,0.0,2020-03-04 22:02:01
Kholtoson,50.3,103.31,7.27,90,100,4.41,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:01
Balikpapan,-1.27,116.83,78.8,94,40,4.7,ID,scattered clouds,0.0,0.0,2020-03-04 22:02:01
Ajdabiya,30.76,20.23,61.18,59,44,9.01,LY,scattered clouds,0.0,0.0,2020-03-04 22:02:01
Tautira,-17.73,-149.15,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:02:02
Comodoro Rivadavia,-45.87,-67.5,87.8,31,0,10.29,AR,clear sky,0.0,0.0,2020-03-04 22:00:31
Maun,-19.98,23.42,69.8,83,36,4.7,BW,scattered clouds,0.0,0.0,2020-03-04 22:02:02
Atambua,-9.11,124.89,74.43,88,100,4.36,ID,overcast clouds,0.0,0.0,2020-03-04 22:02:02
Palana,59.12,159.97,5.79,77,0,4.88,RU,clear sky,0.0,0.0,2020-03-04 22:02:03
Mecca,21.43,39.83,75.83,60,16,3.18,SA,few clouds,0.0,0.0,2020-03-04 22:00:02
Sobolevo,54.43,31.9,42.03,88,100,14.65,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:03
Ola,59.58,151.28,3.85,98,96,1.5,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:03
Waverley,-25.7,28.26,66.99,67,0,2.24,ZA,clear sky,0.0,0.0,2020-03-04 22:02:03
Leshukonskoye,64.9,45.76,9.55,95,0,2.37,RU,clear sky,0.0,0.0,2020-03-04 22:02:04
Baykit,61.67,96.37,17.92,94,100,7.2,RU,light snow,0.0,0.38,2020-03-04 22:02:04
Chake Chake,-5.25,39.77,81.34,79,87,18.92,TZ,overcast clouds,0.0,0.0,2020-03-04 22:02:04
Natal,-5.79,-35.21,84.2,74,40,8.05,BR,scattered clouds,0.0,0.0,2020-03-04 22:02:04
Sitka,57.05,-135.33,35.6,74,75,13.87,US,broken clouds,0.0,0.0,2020-03-04 22:02:05
Kununurra,-15.77,128.73,75.2,94,40,4.7,AU,scattered clouds,0.0,0.0,2020-03-04 22:02:05
Boyuibe,-20.42,-63.28,91.4,27,20,4.7,BO,few clouds,0.0,0.0,2020-03-04 22:02:05
Ginir,7.13,40.7,63.72,64,99,3.85,ET,overcast clouds,0.0,0.0,2020-03-04 22:02:05
Oron,4.83,8.23,82.58,70,40,6.26,NG,scattered clouds,0.0,0.0,2020-03-04 22:02:05
Jumla,29.27,82.18,29.95,79,71,3.62,NP,broken clouds,0.0,0.0,2020-03-04 22:02:06
Mnogovershinnyy,53.94,139.92,7.72,84,96,1.59,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:06
Strezhevoy,60.73,77.59,12.2,66,0,8.95,RU,clear sky,0.0,0.0,2020-03-04 22:02:06
Avera,33.19,-82.53,59.0,100,90,6.22,US,moderate rain,0.0,0.0,2020-03-04 22:02:06
Port Hardy,50.7,-127.42,44.6,70,90,9.17,CA,overcast clouds,0.0,0.0,2020-03-04 22:01:25
Beloha,-25.17,45.05,71.04,78,35,17.6,MG,scattered clouds,0.0,0.0,2020-03-04 22:02:07
Kahului,20.89,-156.47,82.4,65,20,6.93,US,few clouds,0.0,0.0,2020-03-04 22:01:19
General Roca,-39.03,-67.58,98.6,20,43,8.05,AR,scattered clouds,0.0,0.0,2020-03-04 22:02:07
Coos Bay,43.37,-124.22,60.01,76,1,12.75,US,clear sky,0.0,0.0,2020-03-04 22:01:20
Manjeri,11.12,76.12,80.6,69,20,4.7,IN,haze,0.0,0.0,2020-03-04 22:02:08
Sergeyevka,53.88,67.42,20.17,90,100,9.17,KZ,overcast clouds,0.0,0.0,2020-03-04 22:02:08
Prescott,34.54,-112.47,69.01,17,1,4.7,US,clear sky,0.0,0.0,2020-03-04 22:02:08
Komsomolskiy,40.43,71.72,48.2,70,40,4.7,UZ,scattered clouds,0.0,0.0,2020-03-04 22:02:08
Buta,2.79,24.73,74.88,68,0,2.8,CD,clear sky,0.0,0.0,2020-03-04 22:02:09
Weligama,5.97,80.42,74.61,93,62,2.3,LK,broken clouds,0.0,0.0,2020-03-04 22:02:09
Barabinsk,55.36,78.36,30.54,95,100,15.61,RU,light snow,0.0,0.44,2020-03-04 22:02:09
Sao Jose Da Coroa Grande,-8.9,-35.15,84.24,75,0,13.44,BR,clear sky,0.0,0.0,2020-03-04 22:02:09
Hervey Bay,-25.3,152.85,82.99,78,90,5.82,AU,overcast clouds,0.0,0.0,2020-03-04 22:02:10
Svetlyy,54.67,20.13,35.6,78,100,4.47,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:10
Aksarka,66.56,67.8,1.42,83,91,12.59,RU,light snow,0.0,0.19,2020-03-04 22:02:10
Bagdarin,54.43,113.6,-2.6,90,0,2.3,RU,clear sky,0.0,0.0,2020-03-04 22:02:10
Svetlogorsk,52.63,29.73,46.17,92,100,10.04,BY,overcast clouds,0.0,0.0,2020-03-04 22:02:10
Hoquiam,46.98,-123.89,55.0,61,1,4.7,US,clear sky,0.0,0.0,2020-03-04 22:02:11
Mayo,38.89,-76.51,64.99,31,1,10.29,US,clear sky,0.0,0.0,2020-03-04 21:58:40
Nizwa,22.93,57.53,60.26,41,0,2.42,OM,clear sky,0.0,0.0,2020-03-04 22:02:11
La Rioja,42.25,-2.5,53.6,76,72,4.7,ES,broken clouds,0.0,0.0,2020-03-04 21:57:39
Mackay,-21.15,149.2,80.01,94,75,10.29,AU,broken clouds,0.0,0.0,2020-03-04 22:02:12
Kloulklubed,7.04,134.26,78.8,94,90,10.29,PW,light intensity shower rain,0.0,0.0,2020-03-04 22:02:12
Ylojarvi,61.56,23.6,34.0,100,90,11.41,FI,light intensity shower rain,0.0,0.0,2020-03-04 22:02:12
Hit,33.64,42.83,60.44,45,0,5.26,IQ,clear sky,0.0,0.0,2020-03-04 22:02:12
Hurghada,27.26,33.81,72.61,65,0,1.39,EG,clear sky,0.0,0.0,2020-03-04 22:00:57
Ilinskoye-Khovanskoye,56.97,39.77,35.6,100,90,8.95,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:13
Berlevag,70.86,29.09,19.4,67,48,8.05,NO,scattered clouds,0.0,0.0,2020-03-04 22:02:13
Dabakala,8.37,-4.43,80.71,55,76,5.26,CI,broken clouds,0.0,0.0,2020-03-04 22:02:13
Menomonie,44.88,-91.92,44.01,50,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:00:02
Karratha,-20.74,116.85,85.95,71,6,12.28,AU,clear sky,0.0,0.0,2020-03-04 22:00:13
Los Llanos De Aridane,28.66,-17.92,66.2,82,100,11.41,ES,overcast clouds,0.0,0.0,2020-03-04 22:02:14
Araouane,18.9,-3.53,80.4,6,0,9.91,ML,clear sky,0.0,0.0,2020-03-04 22:02:14
Kurchum,48.57,83.65,8.35,83,4,2.91,KZ,clear sky,0.0,0.0,2020-03-04 22:02:14
Estelle,29.85,-90.11,80.6,88,90,12.75,US,overcast clouds,0.0,0.0,2020-03-04 22:02:14
Batagay,67.63,134.63,-10.53,81,100,4.0,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:15
Touho,-20.78,165.23,76.01,85,0,5.08,NC,clear sky,0.0,0.0,2020-03-04 22:02:15
Seymchan,62.88,152.43,-7.4,83,13,9.19,RU,few clouds,0.0,0.0,2020-03-04 22:02:15
Tabou,4.42,-7.35,80.35,89,100,3.15,CI,overcast clouds,0.0,0.0,2020-03-04 22:02:15
Chute-Aux-Outardes,49.12,-68.4,32.0,99,90,8.05,CA,light snow,0.0,0.0,2020-03-04 22:02:16
Sola,-13.88,167.55,86.0,79,75,12.26,VU,broken clouds,0.0,0.0,2020-03-04 22:02:16
Cervo,43.67,-7.41,62.01,86,98,8.99,ES,overcast clouds,0.0,0.0,2020-03-04 22:02:16
Merrill,45.18,-89.68,37.4,37,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:02:17
Quezaltepeque,13.84,-89.27,93.2,51,20,9.17,SV,few clouds,0.0,0.0,2020-03-04 22:02:17
Talcahuano,-36.72,-73.12,73.4,56,0,19.46,CL,clear sky,0.0,0.0,2020-03-04 22:01:53
Gat,31.61,34.76,59.0,82,0,3.36,IL,clear sky,0.0,0.0,2020-03-04 21:58:01
Senj,44.99,14.91,48.2,49,71,5.82,HR,broken clouds,0.0,0.0,2020-03-04 22:02:18
Whitehorse,60.72,-135.05,12.99,60,75,6.93,CA,broken clouds,0.0,0.0,2020-03-04 22:02:00
Rio Verde De Mato Grosso,-18.92,-54.84,81.07,73,13,5.41,BR,light rain,0.44,0.0,2020-03-04 22:02:18
Puerto Leguizamo,-0.19,-74.78,89.04,55,80,4.97,CO,broken clouds,0.0,0.0,2020-03-04 22:02:18
Sorong,-0.88,131.25,73.53,99,100,1.43,ID,light rain,0.25,0.0,2020-03-04 22:02:19
Alofi,-19.06,-169.92,82.4,78,75,5.82,NU,broken clouds,0.0,0.0,2020-03-04 21:59:45
Ilebo,-4.32,20.58,75.83,66,22,1.32,CD,few clouds,0.0,0.0,2020-03-04 22:02:20
Shamkhal,43.06,47.34,39.2,93,90,4.47,RU,fog,0.0,0.0,2020-03-04 22:02:20
Yarmouth,41.71,-70.23,52.0,29,1,11.41,US,clear sky,0.0,0.0,2020-03-04 22:02:20
Tiznit,29.58,-9.5,71.22,38,0,2.66,MA,clear sky,0.0,0.0,2020-03-04 22:02:20
Kearney,40.7,-99.08,64.99,22,1,20.8,US,clear sky,0.0,0.0,2020-03-04 22:02:21
Thunder Bay,48.4,-89.32,36.0,65,40,8.05,CA,very heavy rain,0.0,0.0,2020-03-04 22:01:46
Sayat,38.78,63.88,39.2,64,100,6.93,TM,overcast clouds,0.0,0.0,2020-03-04 22:02:21
Concepcion,-36.83,-73.05,73.4,56,0,19.46,CL,clear sky,0.0,0.0,2020-03-04 22:02:21
Westport,41.14,-73.36,57.2,26,1,17.22,US,clear sky,0.0,0.0,2020-03-04 22:02:22
Shirokiy,49.76,129.52,2.82,97,0,2.15,RU,clear sky,0.0,0.0,2020-03-04 22:02:22
Chicama,-7.84,-79.15,77.0,73,20,10.29,PE,few clouds,0.0,0.0,2020-03-04 22:02:22
